search_term,count
"( Midface capillary hemangioma[tiab] OR Midfacial capillary hemangioma[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",0
"( Palpebral edema[tiab] OR   Puffy lids[tiab] OR  Fullness of eyelids[tiab] OR  Oedema of the eyelids[tiab] OR  Puffy eyelids[tiab] OR  Swelling of eyelids[tiab] OR  Palpebral oedema[tiab] OR  Eyelid edema[tiab] OR  Edema of the eyelids[tiab] OR  Eyelid oedema[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",38
"( Progressive loss of facial adipose tissue[tiab] OR Progressive loss of facial subcutaneous adipose tissue[tiab] OR  Atrophy of facial adipose tissue[tiab] OR  Facial fat atrophy[tiab] OR  Progressive loss of subcutaneous adipose tissue from face[tiab] OR  Progressive loss of subcutaneous adipose tissue from face[tiab] OR  Progressive loss of facial fat[tiab] OR  Facial fat wasting[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",2
"( Widow's peak[tiab] OR Hairline peak[tiab] OR  V-shaped frontal hairline[tiab] OR  Pointed hairline at front of head[tiab] OR  Widow's peak[tiab] OR  Hairline point[tiab] OR  Pointed frontal hairline[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",21
"( Periauricular skin pits[tiab] OR   Periauricular pits[tiab] OR  Periauricular earpits[tiab] OR  Periauricular sinus[tiab] OR  Periauricular fistulas[tiab] OR  Pits around the ear[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",1
"( Preauricular cyst[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",0
"( Preauricular skin furrow[tiab] OR Preauricular skin furrows[tiab] OR  Skin sulcus in front of the ear[tiab] OR  Preauricular skin groove[tiab] OR  Preauricular skin sulcus[tiab] OR  Skin groove in front of the ear[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",1
"( Pretragal ectopia[tiab] OR Extra cartilage in front of the ear[tiab] OR  Accessory Tragus[tiab] OR  Pretragal Duplication[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",0
"( Preauricular skin tag[tiab] OR Preauricular acrochordon[tiab] OR  Skin tag in front of the ear[tiab] OR  Preauricular fibroepithelial polyp[tiab] OR  Skin tag on the posterior cheek[tiab] OR  Preauricular tags[tiab] OR  Preauricular tag[tiab] OR  Ear tag[tiab] OR  Preauricular skin tags[tiab] OR  Periauricular skin tag[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",73
"( Postauricular skin tag[tiab] OR Skin tag behind the ear[tiab] OR  Postauricular fibroepithelial polyp[tiab] OR  Postauricular acrochordon[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",0
"( Abnormal distribution of cell junction proteins in buccal mucosal cells[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",0
"( Lower eyelid edema[tiab] OR Lower eyelid oedema[tiab] OR  Fullness of lower eyelid[tiab] OR  Puffiness of lower eyelid[tiab] OR  Cellulitis of lower eyelid[tiab] OR  Swelling of lower eyelid[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",1
"( Upper eyelid edema[tiab] OR   Fullness of upper eyelid[tiab] OR  Upper eyelid oedema[tiab] OR  Puffiness of upper eyelid[tiab] OR  Cellulitis of upper eyelid[tiab] OR  Swelling of upper eyelid[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",0
"( Blepharochalasis[tiab] OR Saggy upper eyelid skin[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",4
"( Prominent supraorbital arches in adult[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",0
"( Heavy supraorbital ridges[tiab] OR Heavy brow of the face[tiab] OR  Heavy supraorbital ridge[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",0
"(Abnormal eyelash morphology[tiab] OR  Eyelash abnormality[tiab] OR  Abnormality of the eyelashes[tiab] OR  Abnormal eyelashes[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",14
"(Abnormality of the palpebral fissures[tiab] OR   Malformation of the palpebral fissures[tiab] OR  Abnormality of the palpebral fissures[tiab] OR  Abnormality of the opening between the eyelids[tiab] OR  Deformity of the palpebral fissures[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",448
"(Aplasia/Hypoplasia of the eyelid[tiab] OR  Hypotrophic eyelid[tiab] OR  Failure of development of eyelid[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",0
"(Nodular changes affecting the eyelids[tiab] OR  Eyelid nodules[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",2
"(Epicanthus[tiab] OR  Epicanthic folds[tiab] OR  Palpebronasal fold[tiab] OR  Epicanthal fold[tiab] OR  Plica palpebronasalis[tiab] OR  Eye folds[tiab] OR  Prominent eye folds[tiab] OR  Epicanthal folds[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",608
"(Ectropion[tiab] OR  Eyelid folded out[tiab] OR  Everted eyelid[tiab] OR  Eyelid turned out[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",112
"(Entropion[tiab] OR  Eyelid folded in[tiab] OR  Eyelid turned in[tiab] OR  Inverted eyelid[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",40
"(Blepharitis[tiab] OR   Cellulitis of eyelids[tiab] OR  Inflammation of eyelids[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",78
"(Lagopthalmos[tiab] OR  Inability to close the eyelids[tiab] OR  Eyelids stay open[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",1
"(Palpebral edema[tiab] OR  Oedema of the eyelids[tiab] OR  Edema of the eyelids[tiab] OR  Swelling of eyelids[tiab] OR  Puffy lids[tiab] OR  Eyelid oedema[tiab] OR  Fullness of eyelids[tiab] OR  Palpebral oedema[tiab] OR  Puffy eyelids[tiab] OR  Eyelid edema[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",38
"(Eyelid retraction[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",26
"(Epiblepharon[tiab]) AND ( variat*[tiab] or SNP[tiab] or allele*[tiab] or mutat*[tiab] or polymorphism*[tiab] or haplotype*[tiab] or SNPs[tiab] or genotype[tiab] or gene[tiab] or chromosome[tiab] or deletion[tiab] or indel[tiab] or insertion[tiab] or substitution[tiab] or transition[tiab] or transversion[tiab] or translocation[tiab] or CNV[tiab] or copy number variation[tiab] or SV[tiab] or chromosome structure variation[tiab]) NOT review[pt] AND English[LA] AND (""1980/01/01""[DP] : ""2023/4/1""[DP])",8
